"last_name, first_name","player_id","year","k_percent","bb_percent","batting_avg","isolated_power","exit_velocity_avg","launch_angle_avg","hard_hit_percent","whiff_percent","swing_percent","pull_percent","opposite_percent","groundballs_percent","flyballs_percent"
"Daza, Yonathan","602074","2022",14.2,6.4,".301","0.083","84.8","4.6",25,18.7,50.5,34.4,27.2,55.6,17.8
"Urías, Ramón","602104","2022",22,6.7,".248","0.166","89.4","11",46.5,27.4,49.8,37.8,25.3,47.8,24.4
"Anderson, Brian","605119","2022",26.4,9.7,".222","0.124","88.7","7.7",42,30.4,50.7,38.7,25.2,51.3,22.3
"Bell, Josh","605137","2022",15.8,12.5,".266","0.156","88.9","8.4",40.8,21.7,45.3,37.1,27.2,50.7,19.7
"Betts, Mookie","605141","2022",16.3,8.6,".269","0.264","90.5","18.6",44.9,16.5,44.2,44.3,21.2,33.7,35.6
"Caratini, Victor","605170","2022",21.3,9.9,".199","0.143","89.4","6.6",43.5,20.9,42.3,33.8,27.5,50.2,19.8
"Davis, J.D.","605204","2022",33.4,10.7,".248","0.170","92.4","12.3",56.1,37.5,51.3,35.9,25.3,46,22.7
"Machín, Vimael","605353","2022",18.6,9.9,".220","0.067","89.3","10.2",39.1,17.9,44.7,29.6,30.2,44.7,27.4
"Castro, Harold","605612","2022",17.8,3.8,".271","0.110","87","11.4",33.3,20,53.7,32.7,32.4,44.2,25.7
"Tapia, Raimel","606132","2022",18.7,3.7,".265","0.115","87.6","4",38,21.5,55.4,30.8,29.3,54.2,18
"Aquino, Aristides","606157","2022",36.6,6.2,".197","0.166","85.6","17.4",34.6,37.9,56.6,45.6,22.2,39.9,27.2
"Hernández, Teoscar","606192","2022",28.4,6.4,".267","0.224","92.6","11.6",53.3,35.1,48.8,38.6,26.5,44.4,25.6
"Marte, Ketel","606466","2022",18.1,9.9,".240","0.167","90.1","13.5",41.9,20.7,46.1,42.7,21.7,43.2,25.3
"Haase, Eric","606992","2022",27.6,6.8,".254","0.189","87.7","17",42.4,32.8,51.4,41.9,24.9,39.7,24.5
"Nimmo, Brandon","607043","2022",17.2,10.5,".274","0.159","89.4","6.1",39.8,19.6,43.8,29.6,28.9,51.7,20.6
"Peterson, Jace","607054","2022",25.9,10.1,".236","0.146","88.6","9.7",36.1,26.7,40.9,38.9,22.6,46.6,26
"Turner, Trea","607208","2022",18.5,6.4,".298","0.168","88.9","10.2",41.6,26.3,51.2,41.4,23.9,43.5,26.2
"Stallings, Jacob","607732","2022",21.6,7.6,".223","0.069","86.7","12.9",32.3,22.7,43.7,28.9,32.7,42.9,27.4
"Ramírez, José","608070","2022",12,10.1,".280","0.234","87.7","20.7",36.9,15.3,46.3,44.7,20.5,32.6,28.6
"Bregman, Alex","608324","2022",11.7,13.3,".259","0.195","88.9","19.5",37.8,14.9,40.3,45.1,20.2,33.5,32.6
"Gallo, Joey","608336","2022",39.8,13.7,".160","0.197","89.6","23.8",50.5,40.6,47.4,48.4,17.6,28.2,39.4
"Kelly, Carson","608348","2022",20.1,8.2,".211","0.123","87.7","14.7",36.8,21.1,43.6,38.8,22,40.8,28.4
"Seager, Corey","608369","2022",15.5,8.7,".245","0.210","91.1","13.6",45.5,26.5,54.5,39.6,24.8,40.2,30.3
"Winker, Jesse","608385","2022",18.8,15.4,".219","0.125","87.7","16.8",34.3,19.9,43.3,36.5,26.1,38.8,28.9
"Reynolds, Matt","608703","2022",28.7,9.6,".246","0.086","90.2","5.6",42.4,29.2,41.5,26.3,31.1,51.5,20.4
"Cordero, Franchy","614173","2022",33.5,10.2,".219","0.178","89.7","12.7",45.5,37.3,48.9,40.3,25.3,39.6,27.9
"Reyes, Franmil","614177","2022",33.2,6.3,".221","0.144","92","9.9",45.8,37.1,47.8,37.7,27.5,47.9,22.9
"Swanson, Dansby","621020","2022",26.1,7,".277","0.170","90.2","15.7",46.3,30.7,49.4,38.7,24.9,38.3,29.4
"Newman, Kevin","621028","2022",15.5,5.2,".274","0.098","85.8","13.1",27.2,15.8,48.1,37,20.2,44,18.9
"Taylor, Chris","621035","2022",35.2,9.7,".221","0.152","87.4","20.4",38,39.9,49.9,41.6,25.7,32.2,32.7
"Correa, Carlos","621043","2022",20.5,10.3,".291","0.176","89.9","11.6",44.7,22,44.4,38.5,22,42,25.9
"Taylor, Tyrone","621438","2022",25.2,5.4,".233","0.209","88","16.9",37.6,26.5,50.9,40.9,20.8,38.3,33.2
"Buxton, Byron","621439","2022",30.4,8.9,".224","0.302","92.9","21.4",50.2,34.1,46.8,54.2,18.2,30.7,36
"Ward, Taylor","621493","2022",21.3,10.6,".281","0.192","90","15.8",42.9,22.3,41.4,38.4,25.5,35.5,31.3
"Nido, Tomás","621512","2022",24.3,4.5,".239","0.085","86.3","8.3",33.3,34.4,60.5,26.6,29.7,53.2,19.4
"Wisdom, Patrick","621550","2022",34.3,9.9,".207","0.219","90.7","21",46.3,36.5,48.1,48.1,19.7,34.9,31.8
"Wendle, Joey","621563","2022",13.5,4,".259","0.101","87.5","3",36.2,16.7,53.2,31.6,31.2,55.1,19.3
"Olson, Matt","621566","2022",24.3,10.7,".240","0.237","92.9","16.1",50.9,28.9,49.5,38.7,22,39.6,28.4
"Margot, Manuel","622534","2022",18.7,6.6,".274","0.101","89.5","10.2",37.9,24.9,52.7,26,27.1,46.1,17.5
"Reyes, Victor","622682","2022",22.9,3.9,".254","0.108","87.9","10.9",36.8,27.3,56,38,27.3,45.5,19.4
"Mateo, Jorge","622761","2022",27.6,5.1,".221","0.158","86.8","14.8",32.7,31.1,53.9,34.9,29,38.6,25.9
"Velazquez, Andrew","623205","2022",34.1,4.3,".196","0.108","88","8.2",34,34.3,53.9,30.7,25.9,50.9,24.5
"Ramírez, Harold","623912","2022",16.6,4.4,".300","0.104","88.5","4.8",41.2,25.5,56.4,35.8,20.9,51.9,16.4
"Santander, Anthony","623993","2022",18.9,8.5,".240","0.215","90.1","21.4",43.3,21.5,47.7,43.1,21.2,32.2,28.7
"Alonso, Pete","624413","2022",18.7,9.8,".271","0.247","89.8","18.2",44.8,24.2,49.9,41.4,24.5,36.4,30.5
"Arroyo, Christian","624414","2022",16.3,4.3,".286","0.128","88.9","9.1",42.1,20.5,57.5,33.2,25.5,47.2,19.1
"Biggio, Cavan","624415","2022",28.1,12.5,".202","0.148","88.3","19.5",32.8,25.9,40.3,46,23,35.6,37.4
"Frazier, Adam","624428","2022",12.1,7.6,".238","0.073","85.1","13.6",24.5,14.4,48.7,35.1,26.8,41.8,23.8
"Trevino, Jose","624431","2022",17.6,4.2,".248","0.140","87.9","13",35,21.1,50,35.4,24.1,40.9,27.7
"Gordon, Nick","624503","2022",23.7,4.3,".272","0.155","90.6","12.5",44.7,28,59.4,41.1,26.2,42.1,29.8
"McGuire, Reese","624512","2022",20.4,4.4,".269","0.100","87","14.1",29.7,21,51.7,36.1,28.2,42.1,20.3
"Soler, Jorge","624585","2022",29.4,10.1,".207","0.193","91.2","13.7",43.6,31.5,46,49.7,16,43.1,27.6
"Hernandez, Yadiel","628450","2022",22.6,5.8,".269","0.141","88.8","3.5",42.1,29.5,51.5,28.3,26.2,50.6,23.2
"Cronenworth, Jake","630105","2022",19.2,10.2,".239","0.151","87.6","18.2",34.1,18,41.8,34.3,29.5,36.2,34.1
"Pinder, Chad","640461","2022",31.1,3.7,".235","0.150","87.5","9.7",40.7,34.5,52.9,36.2,26.4,50,20.7
"Anderson, Tim","641313","2022",15.7,4,".301","0.094","88.2","3.3",41.2,23.2,57.9,31,30,55.2,17
"Bellinger, Cody","641355","2022",27.3,6.9,".210","0.179","89.4","20.3",38.1,27.2,49.9,45.8,21.1,35.6,32.8
"Crawford, J.P.","641487","2022",13.3,11.3,".243","0.093","85.1","8.9",29.7,14.3,41.3,33.7,27,46.5,18.2
"Dozier, Hunter","641531","2022",25,6.8,".236","0.151","88.5","13.1",38.5,29.2,50.6,40.5,22.8,42.9,24
"Engel, Adam","641553","2022",29.2,4.2,".224","0.086","87.9","15",33.1,33.8,47.4,40.8,29,38.5,23.7
"Guillorme, Luis","641645","2022",13.7,10.1,".273","0.067","86.2","4.3",24.9,13.5,40.6,28.1,28.9,56.9,14.6
"Heim, Jonah","641680","2022",19.3,9.1,".227","0.172","89.3","17",39.9,21.4,50.8,50.5,17.4,38.9,30.8
"Mancini III, Trey","641820","2022",23,9,".239","0.152","89.5","12.7",40.4,27.4,48.1,40.9,23.4,40.6,27.8
"McMahon, Ryan","641857","2022",26.5,10.1,".246","0.168","91.7","10.8",46.5,28.2,45.2,35.3,28.3,44.7,27.5
"Neuse, Sheldon","641914","2022",27.3,6.8,".214","0.074","89.1","1.5",38.2,27.2,50.7,24.6,33.5,62.8,15.2
"O'Neill, Tyler","641933","2022",26.9,9.9,".228","0.164","89.8","13.6",43.3,30.9,46.3,42,22.3,42.4,25.2
"Tellez, Rowdy","642133","2022",20.2,10.4,".219","0.242","91.1","15.3",46,23.8,43.5,37.7,18.7,39.7,29.9
"Mejía, Francisco","642336","2022",21.7,2.3,".242","0.139","86.8","15.7",28,23.6,61.2,42.2,21.8,36.9,26.2
"Siri, Jose","642350","2022",33.2,6.2,".213","0.126","87.2","15.4",33,35.9,51.7,38.1,24.7,43.3,25.8
"Rosario, Amed","642708","2022",16.6,3.7,".283","0.120","88.4","5",38.3,21,53.1,30.4,29.1,52.5,16.8
"Adames, Willy","642715","2022",26.9,7.9,".238","0.220","88.9","18.9",43.6,28.2,49.6,37.7,25.7,34.2,33.4
"Estrada, Thairo","642731","2022",16.5,6.1,".260","0.140","86.2","8.1",31.1,20.3,49.2,40,22.5,51.4,20.5
"Benintendi, Andrew","643217","2022",14.8,10,".304","0.095","89.2","12.6",38.7,20.7,48.2,29,30,43.8,26.7
"Cooper, Garrett","643265","2022",25.4,8.5,".261","0.154","89.6","8.8",43.7,25.1,45.2,33.3,27,45.3,25
"Dubón, Mauricio","643289","2022",11.3,4.9,".214","0.099","84.7","16.7",29.9,15.2,55.6,34.4,22.6,39.4,31.7
"Kemp, Tony","643393","2022",12.4,8.1,".235","0.099","84.4","15",14.9,13.4,48.9,39,22.9,43.3,24.3
"Kiner-Falefa, Isiah","643396","2022",13.6,6.6,".261","0.066","86.2","4.3",30.1,11.3,44.7,31.5,29.6,55.8,14.8
"McNeil, Jeff","643446","2022",10.4,6.8,".326","0.128","86.9","12.8",30.2,15.9,53.8,33.3,26.8,41.3,22.9
"Schwindel, Frank","643524","2022",19.9,6.5,".229","0.129","88.1","10.2",35.5,26.5,54.7,42.3,23.3,47.4,21.9
"Albies, Ozzie","645277","2022",17.5,5.9,".247","0.162","87.1","16.9",26.5,22.9,58.2,46.6,18.1,38.7,31.9
"Robles, Victor","645302","2022",25.6,4.2,".224","0.087","84.6","15.8",23.8,27.7,53.8,40.1,23.8,45.8,19.9
"Devers, Rafael","646240","2022",18.6,8.1,".295","0.226","93.1","11.3",50.9,28.2,54.6,28.2,27,42.3,23.9
"Naylor, Josh","647304","2022",16.1,7.6,".256","0.196","89.4","10.3",42.8,19.5,51,42,20.9,49.5,22.5
"Toro, Abraham","647351","2022",18.5,6.3,".185","0.139","87","16.7",29.7,21.6,47.3,42.2,21.7,38.8,35
"Díaz, Aledmys","649557","2022",16.2,5.5,".243","0.160","86.6","12.4",36.8,22.7,52.4,45.3,21.3,39.8,24.4
"Urías, Luis","649966","2022",21,10.6,".239","0.165","87.3","18",35.3,22.2,43.2,42.3,23.7,36.5,34
"Arraez, Luis","650333","2022",7.1,8.3,".316","0.104","88.9","12.9",30.2,7.1,42.9,28.4,30.4,41.2,25.4
"Jiménez, Eloy","650391","2022",22,8.6,".295","0.205","92.8","7.4",54.9,30.3,49.8,30.4,24.6,50,25.4
"Torres, Gleyber","650402","2022",22.6,6.8,".257","0.194","90.4","17.5",45.3,27.2,49.6,35.9,28.7,35.9,32.7
"Castro, Willi","650489","2022",20.9,3.8,".241","0.126","84.8","13.9",31.4,28.5,58.2,32.1,27.5,42.9,24.4
"Díaz, Yandy","650490","2022",10.8,14,".296","0.127","92.2","7.7",49,14.3,41.3,29,33.1,50,19.6
"De La Cruz, Bryan","650559","2022",25.4,5.4,".252","0.180","90.8","9.8",47.3,28.7,49.2,38.7,21,42.4,24.7
"Rengifo, Luis","650859","2022",15.5,3.3,".264","0.165","86.9","9.9",33.6,21.5,55.7,38.7,16.5,48.2,23.6
"Chapman, Matt","656305","2022",27.4,11,".229","0.204","92.2","19",51.2,28.7,41.7,44.8,18.8,34.6,30
"Chavis, Michael","656308","2022",29.6,4.5,".229","0.160","85.4","11.1",38.7,30.8,57.7,38.7,21.1,44.8,21.9
"Hoskins, Rhys","656555","2022",25.1,10.7,".246","0.216","90.1","18.1",44.3,25.7,41.9,45,22.6,36.3,33
"Joe, Connor","656582","2022",20.8,11.8,".238","0.121","85.3","10.6",33.8,21.2,40.4,36.4,24,47.1,19.5
"Mullins II, Cedric","656775","2022",18.8,7,".258","0.145","88.8","17.4",37.3,22.2,51.3,41.8,25,41,26.4
"Rivera, Emmanuel","656896","2022",23.1,6.4,".233","0.176","90.4","9.8",38.3,25.8,50.1,39.1,26.2,49.2,26.2
"Schwarber, Kyle","656941","2022",29.9,12.9,".218","0.286","93.3","19.2",54.4,29.4,40.6,42.5,19.8,34.3,33.8
"Smith, Pavin","656976","2022",24.2,10.1,".220","0.147","87.9","15.2",35.9,21.7,39.5,38.1,26.5,43.6,29.8
"Thomas, Lane","657041","2022",24.1,7.5,".241","0.163","86.4","12.5",34.5,21.1,44.1,41.8,23.5,45.3,21.3
"Verdugo, Alex","657077","2022",13.4,6.5,".280","0.125","89.1","8.4",38.2,15.5,45.3,30.4,28.1,46.2,23
"Laureano, Ramón","657656","2022",27.2,6.5,".211","0.165","88.7","14.9",38.4,30.3,46.4,41.3,26.4,43.4,30.2
"Sheets, Gavin","657757","2022",21,6.6,".241","0.170","88.6","14.8",36.1,21.9,47.7,38.4,24.8,41.2,24.8
"Moncada, Yoán","660162","2022",26.3,7.4,".212","0.141","88.7","15.7",37.5,27.8,47.1,34.7,24.2,39.3,32.6
"Ohtani, Shohei","660271","2022",24.2,10.8,".273","0.246","92.9","12.1",49.8,28.1,49.3,36,27.8,43,30.1
"Castillo, Diego A.","660636","2022",26.5,4.9,".206","0.176","89.1","14.6",38.7,26.9,43.7,40.8,23,41.4,34
"Acuña Jr., Ronald","660670","2022",23.6,9.9,".266","0.147","91.2","10.8",49.7,24.9,47.9,40.4,20.1,47.7,24.7
"Ruiz, Keibert","660688","2022",11.5,6.9,".251","0.109","88","14.9",32.3,14.9,50.9,49.6,15.9,40.6,25.1
"Gonzalez, Oscar","660757","2022",19.6,3.9,".296","0.165","88.6","5.4",40.1,26.7,59.3,38.8,21.5,49.8,18.3
"Yepez, Juan","660766","2022",22.3,5.8,".253","0.194","86.5","17.1",33.7,26.1,54.5,42.9,19.9,37.8,31.1
"Sánchez, Jesús","660821","2022",26.8,7.6,".214","0.189","89.5","11",40.5,29.6,47.8,41.9,27.5,46.8,26.6
"Contreras, William","661388","2022",27.7,10.4,".278","0.228","90.4","6.1",46.6,34.3,44.6,36.6,21.6,53.4,24.6
"Varsho, Daulton","662139","2022",24.5,7.8,".235","0.208","87.7","14.9",35.6,25.3,50.6,50.9,17,42.7,29.8
"Nootbaar, Lars","663457","2022",20.5,14.7,".228","0.220","91.7","10.7",46,23.9,39.2,43.8,21.9,46,25
"Hoerner, Nico","663538","2022",11,5.4,".281","0.129","87.2","10.6",33.5,14.2,49.2,33.6,31.2,46.5,24.2
"Riley, Austin","663586","2022",24.2,8.2,".273","0.255","92.5","12.9",50.8,27.6,51.5,39.2,24.4,39,28.8
"Mountcastle, Ryan","663624","2022",25.3,7.1,".250","0.173","91.3","15.9",46.3,29.8,56.2,32.1,30.4,37.3,32.1
"Hayes, Ke'Bryan","663647","2022",21.8,8.6,".244","0.101","91","5.2",46.8,20.7,43.3,26,33.2,49.6,17.7
"Tucker, Kyle","663656","2022",15.6,9.7,".257","0.221","90","19",42.4,20,52.7,41.9,23.3,34.4,37.7
"India, Jonathan","663697","2022",21.8,7.2,".249","0.129","85.1","14.5",28.8,23.6,41.3,44.2,21.2,41.8,25.7
"Bart, Joey","663698","2022",38.5,8.9,".215","0.149","87.3","16.3",43,38,47.2,51.7,23.5,44.3,24.2
"Raleigh, Cal","663728","2022",29.4,9.2,".211","0.278","90.9","22.5",43.5,32.1,52.6,45.8,22.1,29.6,41.5
"Grisham, Trent","663757","2022",28.6,10.9,".184","0.157","88.3","15.1",35.5,26.2,38.7,43.5,24.8,46.1,30
"Vierling, Matt","663837","2022",19.6,6.4,".246","0.105","91.2","12",47.1,19.5,44.6,28.4,29.1,41.4,23.4
"Rivas III, Alfonso","663845","2022",30.3,10.1,".235","0.072","86.9","4.9",35.3,26.2,42,32.3,29.3,52.1,19.2
"Rodgers, Brendan","663898","2022",17.4,7.9,".266","0.142","90","4.6",45.9,22.7,49.4,27.4,34.1,52,19.7
"Lowe, Nathaniel","663993","2022",22.8,7.4,".302","0.190","90.2","8.2",44.8,24.9,52.2,30.7,28.5,48.2,21.5
"Happ, Ian","664023","2022",23.2,9,".271","0.169","89.7","10.9",40.4,27.2,49,40,25.5,47.4,24.8
"France, Ty","664034","2022",15.3,5.7,".274","0.162","87.6","10",36.8,19.3,52.5,35.5,29.4,47.8,21.2
"Lowe, Brandon","664040","2022",22.9,10.2,".221","0.162","89.4","16.6",38.9,33.5,53.3,38.3,22.3,38.3,26.3
"Bader, Harrison","664056","2022",19.8,4.8,".250","0.106","83.4","16.7",26.3,22.3,48,34.5,19.4,41.4,25
"Moore, Dylan","664238","2022",29.4,13.3,".224","0.161","87.2","20.7",36.4,27.9,38.7,38.6,24.2,32.6,32.6
"Straw, Myles","664702","2022",14.6,9.1,".221","0.052","87","9.8",26.5,12.6,40.5,24,36.6,47.6,22.5
"Isbel, Kyle","664728","2022",27,5.8,".211","0.129","89.7","10.6",44.6,21.9,46.3,47.3,20.1,44,20.1
"Bohm, Alec","664761","2022",17.4,4.9,".280","0.118","90.2","10.4",43,21.1,51.2,30.2,30.7,46.3,21
"Wade Jr., LaMonte","664774","2022",20.3,10.4,".207","0.152","87.7","21.1",34.3,18,44.8,38.5,22.5,34.3,38.5
"Brown, Seth","664913","2022",26.3,9.2,".230","0.214","89.2","15.8",41.4,29.6,48.3,40.3,23.7,36.6,30.4
"McCarthy, Jake","664983","2022",21.5,6.5,".283","0.144","87.4","8",33.7,28,53.1,34.9,24.1,51.8,21.7
"Walsh, Jared","665120","2022",30.4,5.9,".215","0.159","90.1","10.7",42.5,27.7,49.1,37.9,22.5,46.3,24.2
"Peña, Jeremy","665161","2022",24.2,3.9,".253","0.173","88.1","8.7",36.7,29.7,55.2,42.6,24.2,47.7,22.4
"Celestino, Gilberto","665482","2022",22.2,9.2,".238","0.064","87.3","-1.9",34.3,23.4,44.5,28.4,37.3,60.6,14.4
"Guerrero Jr., Vladimir","665489","2022",16.4,8.2,".274","0.206","92.8","4.3",50.4,24.4,49.7,37.8,22.2,52.3,17.1
"Pache, Cristian","665506","2022",26.9,5.8,".166","0.075","89.4","3.8",40.8,31,50.5,42.5,18.4,58,16.7
"Soto, Juan","665742","2022",14.5,20.3,".242","0.210","91","9.1",47.4,19.4,35.5,33.6,24.3,47.4,27.1
"Taveras, Leody","665750","2022",25.8,6.2,".261","0.105","89.3","12",36.1,28.5,49.2,34.3,26.5,44.8,22.6
"Cruz, Oneil","665833","2022",34.9,7.8,".233","0.217","91.9","8.3",46.1,35.4,40.5,41.3,20.9,49.5,22.8
"Giménez, Andrés","665926","2022",20.1,6.1,".297","0.169","87.8","11.7",37.8,26.4,53.7,37.8,21.8,48.2,19.4
"Lux, Gavin","666158","2022",20.2,10,".276","0.123","88","6.8",39.8,23.3,42.6,37.7,22.2,49.5,21.9
"Adell, Jo","666176","2022",37.5,3.9,".224","0.149","87.4","16.7",37.7,36.2,51.9,45.7,22.8,40.7,22.8
"Bichette, Bo","666182","2022",22.2,5.9,".290","0.179","91.9","8.5",50.3,23,55.9,29.3,34.9,49.1,22
"Carlson, Dylan","666185","2022",19.3,9.2,".236","0.144","86.1","12.9",27.2,25.7,46.2,34.8,27.2,43,27.5
"Morel, Christopher","666624","2022",32.2,8.9,".235","0.198","89.6","9.1",40.3,38.5,50.1,39.3,17.8,51,24.3
"Castro, Rodolfo","666801","2022",26.7,7.9,".233","0.194","87.3","11.7",35,32.8,47.5,38.9,24.4,51.1,24.4
"Dalbec, Bobby","666915","2022",33.4,8.2,".215","0.154","90.3","15.2",45.8,35,46.5,35.5,26.1,38.9,33.5
"García, Adolis","666969","2022",27.9,6.1,".250","0.206","92.1","13.2",47.4,33.5,53.5,39.3,22.9,41.1,25
"Gurriel Jr., Lourdes","666971","2022",16.8,6.3,".291","0.109","90.6","10.9",45.7,21.3,48.7,35.5,27.7,45.7,22
"Arozarena, Randy","668227","2022",24.2,7.1,".263","0.182","89.9","8.8",41,28.7,46.1,32.4,23.4,50.2,19.7
"Knizner, Andrew","668800","2022",21.2,8.9,".215","0.085","86","15.6",33.2,22.7,48.8,36.7,23.6,45.7,23.6
"Reynolds, Bryan","668804","2022",23,9.1,".262","0.199","90.2","12",42.9,27.8,50.4,39.2,23.3,43.7,27.8
"Rutschman, Adley","668939","2022",18.3,13.8,".254","0.191","87.9","15.6",36.8,17.9,40.5,39,21,40,26.7
"Rojas, Josh","668942","2022",19.2,10.8,".269","0.122","88.8","11.9",36.1,22.3,41,32.7,31.3,43.9,26.2
"Melendez Jr., MJ","669004","2022",24.5,12.4,".217","0.176","90.7","15.1",43.5,27.8,44.6,43.5,22.9,39.6,32.7
"Marsh, Brandon","669016","2022",34.3,6.1,".245","0.139","89.2","10.9",38.2,29.2,47.9,30.1,26.1,43.4,27.9
"Murphy, Sean","669221","2022",20.3,9.2,".250","0.176","88.7","11.5",41.4,24,49.3,39.7,23.7,42.1,23.4
"Senzel, Nick","669222","2022",18.1,7.1,".231","0.075","87.2","11.7",33.9,21.8,47.7,38,25.7,46.3,24.3
"Edman, Tommy","669242","2022",17.6,7.3,".265","0.135","88.6","8.7",37.8,20.6,47,37.8,23.5,49.4,20.5
"Smith, Will","669257","2022",16.6,9.7,".260","0.205","89.9","18.4",43,19.3,42.6,36.5,26.7,31.5,37.3
"Suwinski, Jack","669261","2022",30.6,11,".202","0.209","88.3","14.3",40.4,30.6,43.2,43.7,21.6,43.2,31.9
"Espinal, Santiago","669289","2022",13.8,7.3,".267","0.103","86.1","14.1",31.7,15.6,46.1,37.7,23.4,43.6,19.2
"Miranda, Jose","669304","2022",18.8,5.8,".268","0.158","89.3","13.8",42.4,24.3,51.5,41.8,24.9,42.4,25.4
"Gorman, Nolan","669357","2022",32.9,8.9,".226","0.194","89.2","20",43.3,34.5,51.1,38.9,23.3,27.2,38.3
"Hiura, Keston","669374","2022",41.7,8.6,".226","0.223","91.7","16.1",45.2,40.1,49,37.9,21,36.3,33.9
"Allen, Nick","669397","2022",19.6,5.8,".207","0.084","83.9","7.6",22.3,23.4,53,27.3,38.4,53.7,19.8
"Smith, Josh","669701","2022",19.8,11.1,".197","0.052","87","19.2",28.6,23.4,41.1,36.3,25,36.3,26.2
"Hays, Austin","669720","2022",19.6,5.8,".250","0.163","87.7","11.3",37.7,23.5,51,40.8,22.9,43.6,22.4
"Lopez, Nicky","670032","2022",13.1,6,".227","0.046","84.9","4.9",22.9,17.3,49.1,26.3,31.3,55.2,15.4
"Alvarez, Yordan","670541","2022",18.9,13.9,".306","0.307","95.2","12.3",59.8,23.5,42.7,39.1,22.1,39.9,30.5
"Paredes, Isaac","670623","2022",17.6,11.5,".205","0.230","87.4","15.8",38.7,16.5,39.8,49.2,19.2,42.1,28.2
"Walls, Taylor","670764","2022",25.8,11.2,".172","0.113","86.3","16.6",28.5,25.5,43,33.7,30.2,37.8,26.8
"González, Luis","670768","2022",21.4,8.6,".251","0.106","86.9","10.9",32,23.3,47.2,29,34.9,47.3,27
"Friedl Jr., TJ","670770","2022",15.5,7.8,".240","0.196","87.2","19.8",29.8,20.3,43.5,44.5,24.1,35.1,32.5
"García, Luis","671277","2022",22.3,2.9,".275","0.133","87.3","5.5",36.7,27.1,53.5,34.5,26.7,52.7,20.3
"Harris II, Michael","671739","2022",24.3,4.8,".297","0.217","89.5","4.5",45.1,28.1,52.4,32.1,24.4,55.8,17.9
"Kirk, Alejandro","672386","2022",10.7,11.6,".285","0.130","90.5","8.1",45.4,15.4,41,32.2,28.8,50,20.4
"Perdomo, Geraldo","672695","2022",20.6,10,".195","0.067","85","12.1",25.1,19.2,41.3,38,22.5,50.6,19.9
"Robert Jr., Luis","673357","2022",19.2,4.2,".284","0.142","89.3","10",42.8,27.1,61.5,34.2,28,45.1,23
"Kim, Ha-Seong","673490","2022",17.2,8.8,".251","0.132","86.7","16.1",32.4,19.1,43.3,45.3,19.3,40.8,22.9
"Suzuki, Seiya","673548","2022",24.7,9.4,".262","0.171","89.6","11.2",41.3,22.8,39,28.3,33.1,40.7,25.5
"McCormick, Chas","676801","2022",26,11.3,".245","0.162","88.1","12.8",39,32.6,48.4,29.5,30.7,44.1,31.9
"Franco, Wander","677551","2022",9.6,7.6,".277","0.140","87.3","8.2",35.8,13.3,51.3,32.6,27.7,44.2,18.2
"Rodríguez, Julio","677594","2022",25.9,7.1,".284","0.225","92","10.1",50.7,30.4,50.2,39.2,23.2,46.3,24
"Thomas, Alek","677950","2022",18,5.4,".231","0.113","87.4","2.6",34.6,25,49.2,32.1,28.8,57.7,15.7
"Witt Jr., Bobby","677951","2022",21.4,4.7,".254","0.174","89.7","16.8",38.6,25.2,51.8,33.2,27.5,36.2,33.4
"Torkelson, Spencer","679529","2022",24.5,9.2,".203","0.116","90.5","15",41.8,25.6,45.9,39.2,26.6,40.7,25.9
"Kwan, Steven","680757","2022",9.4,9.7,".298","0.102","85.1","11.8",20.8,9,38.1,28.3,34,42.6,23.6
"Miller, Owen","680911","2022",19.7,6.8,".243","0.108","85.8","10.1",31.2,18.5,48,34.1,25.3,43.8,22.9
"Donovan, Brendan","680977","2022",15,12.8,".281","0.098","87.7","6",37.7,15.6,38.1,32.4,30.2,54.3,19.1
"Stott, Bryson","681082","2022",19.1,7.7,".234","0.124","88.1","13.1",36.8,17.2,45,32.6,31.8,46.5,23.5
"Abrams, CJ","682928","2022",16.6,1.7,".246","0.078","86.5","6.8",30.7,22.6,57,32.8,27.3,52.5,21
"Greene, Riley","682985","2022",28.7,8.6,".253","0.109","89.5","2.8",45.2,25.6,45.3,33.6,26.3,56.8,19.3
"Vaughn, Andrew","683734","2022",17.3,5.6,".271","0.158","90.8","7.5",48.6,21,47,31,29.6,48,22.2
"Pasquantino, Vinnie","686469","2022",11.4,11.7,".295","0.155","91.2","12.1",46.9,15.3,46,39.8,21.7,40.7,25.2
"Cabrera, Miguel","408234","2023",20,8.4,".257","0.096","89.1","7.4",37.6,25.6,48.3,35.7,25.5,49.8,18.3
"Peralta, David","444482","2023",17.1,4.7,".259","0.122","89.3","8.2",44.2,22.5,54.5,38.4,25.9,49.1,21.6
"Blackmon, Charlie","453568","2023",13.3,9.4,".279","0.161","86.4","18.1",31.5,19.6,47.3,45.5,21.8,36.4,25.6
"Maldonado, Martín","455117","2023",34.2,7.4,".191","0.157","88.4","18.1",40,34.3,49.6,46,23.4,38.7,31.5
"Solano, Donovan","456781","2023",22.2,8.9,".282","0.109","90.2","13.1",43.7,25.4,47.4,34.2,22.4,41,23.1
"McCutchen, Andrew","457705","2023",21.1,15.9,".256","0.141","89.6","12.3",44.6,27.4,41.6,48.3,21.1,42.9,27.2
"Turner, Justin","457759","2023",17.6,8.1,".276","0.179","89.5","16.5",39,17.5,45,37.9,27.3,35.7,33
